device_id,timestamp,temperature,humidity
C300,2024-04-02 08:10:00,22.38,45.53
A100,2024-04-02 08:20:00,28.19,42.68
B200,2024-04-02 08:20:00,19.57,54.35
C300,2024-04-02 08:20:00,21.73,54.25
A100,2024-04-02 08:30:00,22.76,47.09
B200,2024-04-02 08:30:00,19.24,55.36
C300,2024-04-02 08:30:00,19.42,52.79
A100,2024-04-02 08:40:00,23.84,49.37
B200,2024-04-02 08:40:00,21.39,45.08
C300,2024-04-02 08:40:00,22.93,34.77
A100,2024-04-02 08:50:00,23.43,50.6
B200,2024-04-02 08:50:00,21.55,51.21
C300,2024-04-02 08:50:00,19.25,37.94
A100,2024-04-02 09:00:00,22.94,56.58
B200,2024-04-02 09:00:00,18.52,44.74
C300,2024-04-02 09:00:00,23.5,51.79
A100,2024-04-02 09:10:00,27.93,55.38
B200,2024-04-02 09:10:00,23.67,46.18
C300,2024-04-02 09:10:00,23.05,57.48
A100,2024-04-02 09:20:00,21.67,49.41
B200,2024-04-02 09:20:00,22.28,46.68
C300,2024-04-02 09:20:00,22.54,51.22
A100,2024-04-02 09:30:00,24.96,49.05
B200,2024-04-02 09:30:00,23.35,49.2
C300,2024-04-02 09:30:00,23.28,48.75
A100,2024-04-02 09:40:00,23.15,53.64
B200,2024-04-02 09:40:00,19.87,55.51
C300,2024-04-02 09:40:00,21.67,47.65
A100,2024-04-02 09:50:00,20.58,51.49
B200,2024-04-02 09:50:00,21.99,51.85
C300,2024-04-02 09:50:00,22.78,53.04
A100,2024-04-02 10:00:00,27.55,50.2
B200,2024-04-02 10:00:00,20.53,39.9
C300,2024-04-02 10:00:00,19.61,56.18
A100,2024-04-02 10:10:00,23.44,43.25
B200,2024-04-02 10:10:00,26.93,51.63
C300,2024-04-02 10:10:00,22.92,61.22
A100,2024-04-02 10:20:00,25.48,53.91
B200,2024-04-02 10:20:00,23.66,54.61
C300,2024-04-02 10:20:00,21.52,51.43
A100,2024-04-02 10:30:00,23.15,49.37
B200,2024-04-02 10:30:00,20.07,48.67
C300,2024-04-02 10:30:00,20.02,50.32
A100,2024-04-02 10:40:00,18.44,51.71
B200,2024-04-02 10:40:00,18.74,47.98
C300,2024-04-02 10:40:00,23.01,53.96
A100,2024-04-02 10:50:00,23.34,51.6
B200,2024-04-02 10:50:00,19.76,54.9
C300,2024-04-02 10:50:00,19.81,55.47
A100,2024-04-02 11:00:00,23.26,56.79
B200,2024-04-02 11:00:00,22.05,45.91
C300,2024-04-02 11:00:00,19.41,44.09
A100,2024-04-02 11:10:00,18.73,54.71
B200,2024-04-02 11:10:00,24.13,52.77
C300,2024-04-02 11:10:00,21.93,60.3
A100,2024-04-02 11:20:00,21.8,51.1
B200,2024-04-02 11:20:00,21.9,48.31
C300,2024-04-02 11:20:00,23.26,46.83
A100,2024-04-02 11:30:00,20.6,53.41
B200,2024-04-02 11:30:00,21.0,50.67
C300,2024-04-02 11:30:00,21.32,49.94
A100,2024-04-02 11:40:00,20.65,46.8
B200,2024-04-02 11:40:00,20.36,54.22
C300,2024-04-02 11:40:00,22.34,54.59
A100,2024-04-02 11:50:00,24.05,47.7
B200,2024-04-02 11:50:00,23.76,49.93
C300,2024-04-02 11:50:00,21.68,56.26
A100,2024-04-02 12:00:00,23.11,48.24
B200,2024-04-02 12:00:00,22.98,43.67
C300,2024-04-02 12:00:00,22.49,42.5
A100,2024-04-02 12:10:00,20.03,52.92
B200,2024-04-02 12:10:00,16.66,59.01
C300,2024-04-02 12:10:00,23.67,40.81
A100,2024-04-02 12:20:00,26.8,63.37
B200,2024-04-02 12:20:00,21.64,45.37
C300,2024-04-02 12:20:00,25.37,48.28
A100,2024-04-02 12:30:00,22.32,56.09
B200,2024-04-02 12:30:00,21.69,48.79
C300,2024-04-02 12:30:00,19.46,46.85
A100,2024-04-02 12:40:00,21.48,43.81
B200,2024-04-02 12:40:00,19.7,50.17
C300,2024-04-02 12:40:00,18.3,45.6
A100,2024-04-02 12:50:00,25.89,48.27
B200,2024-04-02 12:50:00,21.06,48.25
C300,2024-04-02 12:50:00,21.33,52.87
A100,2024-04-02 13:00:00,23.01,48.05
B200,2024-04-02 13:00:00,21.57,56.56
C300,2024-04-02 13:00:00,18.98,49.71
A100,2024-04-02 13:10:00,22.27,46.12
B200,2024-04-02 13:10:00,21.77,45.44
C300,2024-04-02 13:10:00,23.27,43.31
A100,2024-04-02 13:20:00,24.12,49.63
B200,2024-04-02 13:20:00,21.1,44.98
C300,2024-04-02 13:20:00,24.06,46.74
A100,2024-04-02 13:30:00,19.67,55.26
B200,2024-04-02 13:30:00,20.19,49.53
C300,2024-04-02 13:30:00,23.64,50.79
A100,2024-04-02 13:40:00,25.46,45.83
B200,2024-04-02 13:40:00,21.58,49.33
C300,2024-04-02 13:40:00,23.24,56.44
A100,2024-04-02 13:50:00,22.15,49.31
B200,2024-04-02 13:50:00,19.03,50.56
C300,2024-04-02 13:50:00,20.7,53.09
A100,2024-04-02 14:00:00,21.18,48.8
B200,2024-04-02 14:00:00,19.08,40.94
C300,2024-04-02 14:00:00,25.72,50.65
A100,2024-04-02 14:10:00,22.81,45.44
B200,2024-04-02 14:10:00,23.75,53.48
C300,2024-04-02 14:10:00,20.4,44.7
A100,2024-04-02 14:20:00,20.53,49.86
B200,2024-04-02 14:20:00,22.33,50.19
C300,2024-04-02 14:20:00,24.6,46.43
A100,2024-04-02 14:30:00,19.83,50.0
B200,2024-04-02 14:30:00,18.61,53.48
C300,2024-04-02 14:30:00,22.2,48.31
A100,2024-04-02 14:40:00,21.21,54.55
B200,2024-04-02 14:40:00,23.76,48.77
C300,2024-04-02 14:40:00,23.18,54.32
A100,2024-04-02 14:50:00,22.67,48.97
B200,2024-04-02 14:50:00,22.76,44.8
C300,2024-04-02 14:50:00,22.14,48.83
A100,2024-04-02 15:00:00,21.22,41.37
B200,2024-04-02 15:00:00,19.94,47.57
C300,2024-04-02 15:00:00,23.79,51.43
A100,2024-04-02 15:10:00,23.88,56.21
B200,2024-04-02 15:10:00,22.66,50.7
C300,2024-04-02 15:10:00,20.05,59.93
A100,2024-04-02 15:20:00,19.16,50.59
B200,2024-04-02 15:20:00,23.67,54.23
C300,2024-04-02 15:20:00,19.69,47.9
A100,2024-04-02 15:30:00,20.4,40.1
B200,2024-04-02 15:30:00,22.26,46.41
C300,2024-04-02 15:30:00,25.01,53.08
A100,2024-04-02 15:40:00,22.08,47.64
B200,2024-04-02 15:40:00,22.23,48.72
C300,2024-04-02 15:40:00,22.14,59.51
A100,2024-04-02 15:50:00,19.87,49.16
B200,2024-04-02 15:50:00,23.41,48.0
C300,2024-04-02 15:50:00,25.16,53.39
A100,2024-04-02 16:00:00,20.56,51.02
B200,2024-04-02 16:00:00,20.59,46.02
C300,2024-04-02 16:00:00,21.72,56.32
A100,2024-04-02 16:10:00,23.49,49.89
B200,2024-04-02 16:10:00,23.56,51.34
C300,2024-04-02 16:10:00,19.66,49.27
A100,2024-04-02 16:20:00,21.85,53.81
B200,2024-04-02 16:20:00,20.87,45.44
C300,2024-04-02 16:20:00,21.91,46.77
A100,2024-04-02 16:30:00,21.35,49.6
B200,2024-04-02 16:30:00,21.23,54.82
C300,2024-04-02 16:30:00,24.83,54.31
A100,2024-04-02 16:40:00,18.46,46.79
B200,2024-04-02 16:40:00,21.64,40.77
C300,2024-04-02 16:40:00,20.25,49.04
A100,2024-04-02 16:50:00,21.1,50.04
B200,2024-04-02 16:50:00,19.24,47.7
C300,2024-04-02 16:50:00,22.3,50.05
A100,2024-04-02 17:00:00,22.89,51.94
B200,2024-04-02 17:00:00,21.19,50.6
C300,2024-04-02 17:00:00,20.4,48.65
A100,2024-04-02 17:10:00,19.89,55.33
B200,2024-04-02 17:10:00,21.45,55.32
C300,2024-04-02 17:10:00,22.62,45.57
A100,2024-04-02 17:20:00,22.5,54.05
B200,2024-04-02 17:20:00,21.84,50.37
C300,2024-04-02 17:20:00,20.9,50.12
A100,2024-04-02 17:30:00,22.48,47.11
B200,2024-04-02 17:30:00,19.84,56.44
C300,2024-04-02 17:30:00,23.21,47.26
A100,2024-04-02 17:40:00,22.44,42.61
B200,2024-04-02 17:40:00,18.05,55.42
C300,2024-04-02 17:40:00,22.46,49.76
A100,2024-04-02 17:50:00,22.47,66.13
B200,2024-04-02 17:50:00,23.74,44.77
C300,2024-04-02 17:50:00,18.64,55.27
A100,2024-04-02 18:00:00,23.71,52.88
B200,2024-04-02 18:00:00,20.37,51.82
C300,2024-04-02 18:00:00,20.55,53.31
A100,2024-04-02 18:10:00,23.97,47.28
B200,2024-04-02 18:10:00,24.26,50.57
C300,2024-04-02 18:10:00,22.98,43.45
A100,2024-04-02 18:20:00,22.46,46.62
B200,2024-04-02 18:20:00,22.95,57.34
C300,2024-04-02 18:20:00,22.58,45.5
A100,2024-04-02 18:30:00,23.25,52.01
B200,2024-04-02 18:30:00,26.12,51.27
C300,2024-04-02 18:30:00,20.83,53.85
A100,2024-04-02 18:40:00,21.74,50.4
B200,2024-04-02 18:40:00,20.14,49.39
C300,2024-04-02 18:40:00,22.06,49.36
A100,2024-04-02 18:50:00,20.82,51.44
B200,2024-04-02 18:50:00,20.15,44.21
C300,2024-04-02 18:50:00,23.42,53.09
A100,2024-04-02 19:00:00,19.38,40.85
B200,2024-04-02 19:00:00,19.98,49.36
C300,2024-04-02 19:00:00,24.31,49.24
A100,2024-04-02 19:10:00,20.46,50.74
B200,2024-04-02 19:10:00,21.77,43.09
C300,2024-04-02 19:10:00,19.25,43.26
A100,2024-04-02 19:20:00,26.96,54.3
B200,2024-04-02 19:20:00,20.81,55.54
C300,2024-04-02 19:20:00,20.86,55.38
A100,2024-04-02 19:30:00,22.16,46.71
B200,2024-04-02 19:30:00,23.36,50.69
C300,2024-04-02 19:30:00,22.8,51.08
A100,2024-04-02 19:40:00,22.41,54.0
B200,2024-04-02 19:40:00,27.17,56.24
C300,2024-04-02 19:40:00,22.44,48.45
A100,2024-04-02 19:50:00,21.6,43.72
B200,2024-04-02 19:50:00,23.33,44.93
C300,2024-04-02 19:50:00,21.26,53.35
A100,2024-04-02 20:00:00,21.53,47.54
B200,2024-04-02 20:00:00,19.61,56.03
C300,2024-04-02 20:00:00,20.33,47.07
A100,2024-04-02 20:10:00,18.42,49.9
B200,2024-04-02 20:10:00,21.33,50.91
C300,2024-04-02 20:10:00,19.65,53.67
A100,2024-04-02 20:20:00,18.32,49.54
B200,2024-04-02 20:20:00,22.23,50.29
C300,2024-04-02 20:20:00,22.32,53.94
A100,2024-04-02 20:30:00,24.65,49.22
B200,2024-04-02 20:30:00,20.06,52.8
C300,2024-04-02 20:30:00,21.44,56.32
A100,2024-04-02 20:40:00,20.8,45.71
B200,2024-04-02 20:40:00,22.29,41.3
C300,2024-04-02 20:40:00,21.07,48.35
A100,2024-04-02 20:50:00,22.44,45.02
B200,2024-04-02 20:50:00,20.24,55.78
C300,2024-04-02 20:50:00,21.97,54.32
A100,2024-04-02 21:00:00,20.92,49.73
B200,2024-04-02 21:00:00,22.43,58.74
C300,2024-04-02 21:00:00,21.56,49.17
A100,2024-04-02 21:10:00,24.2,48.1
B200,2024-04-02 21:10:00,22.57,55.05
C300,2024-04-02 21:10:00,20.85,51.7
A100,2024-04-02 21:20:00,25.49,54.61
B200,2024-04-02 21:20:00,22.57,48.88
C300,2024-04-02 21:20:00,20.79,45.06
A100,2024-04-02 21:30:00,25.02,56.58
B200,2024-04-02 21:30:00,20.69,51.69
C300,2024-04-02 21:30:00,22.22,55.92
A100,2024-04-02 21:40:00,22.77,49.89
B200,2024-04-02 21:40:00,20.92,51.7
C300,2024-04-02 21:40:00,21.3,51.1
A100,2024-04-02 21:50:00,21.85,48.14
B200,2024-04-02 21:50:00,20.05,52.57
C300,2024-04-02 21:50:00,22.09,58.94
A100,2024-04-02 22:00:00,19.94,53.13
B200,2024-04-02 22:00:00,21.83,60.5
C300,2024-04-02 22:00:00,23.1,51.62
A100,2024-04-02 22:10:00,21.84,46.48
B200,2024-04-02 22:10:00,22.62,43.09
C300,2024-04-02 22:10:00,19.33,55.06
A100,2024-04-02 22:20:00,18.48,48.4
B200,2024-04-02 22:20:00,19.9,47.99
C300,2024-04-02 22:20:00,22.37,54.92
A100,2024-04-02 22:30:00,24.44,45.41
B200,2024-04-02 22:30:00,21.07,70.26
C300,2024-04-02 22:30:00,21.5,45.59
A100,2024-04-02 22:40:00,20.57,48.78
B200,2024-04-02 22:40:00,21.21,48.83
C300,2024-04-02 22:40:00,21.96,49.86
A100,2024-04-02 22:50:00,20.09,51.85
B200,2024-04-02 22:50:00,22.24,52.48
C300,2024-04-02 22:50:00,18.57,50.78
A100,2024-04-02 23:00:00,18.03,49.12
B200,2024-04-02 23:00:00,23.32,55.23
C300,2024-04-02 23:00:00,22.67,53.38
A100,2024-04-02 23:10:00,21.4,47.45
B200,2024-04-02 23:10:00,27.39,54.14
C300,2024-04-02 23:10:00,19.65,41.33
A100,2024-04-02 23:20:00,21.07,55.96
B200,2024-04-02 23:20:00,22.1,38.88
C300,2024-04-02 23:20:00,21.65,49.99
A100,2024-04-02 23:30:00,17.17,50.12
B200,2024-04-02 23:30:00,19.97,40.82
C300,2024-04-02 23:30:00,25.21,44.71
A100,2024-04-02 23:40:00,20.67,46.6
B200,2024-04-02 23:40:00,22.0,58.83
C300,2024-04-02 23:40:00,19.61,48.47
A100,2024-04-02 23:50:00,22.24,45.66
B200,2024-04-02 23:50:00,21.35,52.97
C300,2024-04-02 23:50:00,20.49,48.31
A100,2024-04-03 00:00:00,21.14,49.48
B200,2024-04-03 00:00:00,22.49,52.93
C300,2024-04-03 00:00:00,25.88,36.71
A100,2024-04-03 00:10:00,21.67,43.18
B200,2024-04-03 00:10:00,21.23,54.4
C300,2024-04-03 00:10:00,24.4,56.22
A100,2024-04-03 00:20:00,24.47,49.13
B200,2024-04-03 00:20:00,24.8,57.98
C300,2024-04-03 00:20:00,22.28,55.89
A100,2024-04-03 00:30:00,22.08,57.05
B200,2024-04-03 00:30:00,21.68,46.95
C300,2024-04-03 00:30:00,19.76,49.13
A100,2024-04-03 00:40:00,22.17,45.27
B200,2024-04-03 00:40:00,21.5,47.37
C300,2024-04-03 00:40:00,19.85,55.18
A100,2024-04-03 00:50:00,24.42,55.16
B200,2024-04-03 00:50:00,21.83,49.89
C300,2024-04-03 00:50:00,19.87,52.07
A100,2024-04-03 01:00:00,22.34,64.22
B200,2024-04-03 01:00:00,24.17,51.58
C300,2024-04-03 01:00:00,21.92,55.01
A100,2024-04-03 01:10:00,20.17,55.7
B200,2024-04-03 01:10:00,19.83,47.19
C300,2024-04-03 01:10:00,18.32,53.07
A100,2024-04-03 01:20:00,22.5,47.19
B200,2024-04-03 01:20:00,20.14,56.89
C300,2024-04-03 01:20:00,21.73,46.16
A100,2024-04-03 01:30:00,25.84,46.71
B200,2024-04-03 01:30:00,24.28,44.25
C300,2024-04-03 01:30:00,21.29,52.51
A100,2024-04-03 01:40:00,21.88,51.22
B200,2024-04-03 01:40:00,20.92,42.01
C300,2024-04-03 01:40:00,24.93,47.61
A100,2024-04-03 01:50:00,22.58,53.51
B200,2024-04-03 01:50:00,22.62,46.46
C300,2024-04-03 01:50:00,24.32,52.57
A100,2024-04-03 02:00:00,22.4,50.88
B200,2024-04-03 02:00:00,25.36,46.35
C300,2024-04-03 02:00:00,22.83,47.36
A100,2024-04-03 02:10:00,18.13,40.19
B200,2024-04-03 02:10:00,19.97,46.71
C300,2024-04-03 02:10:00,26.35,53.49
A100,2024-04-03 02:20:00,23.58,46.81
B200,2024-04-03 02:20:00,22.12,61.53
C300,2024-04-03 02:20:00,19.57,52.28
A100,2024-04-03 02:30:00,25.22,54.83
B200,2024-04-03 02:30:00,25.6,51.06
C300,2024-04-03 02:30:00,23.21,50.55
A100,2024-04-03 02:40:00,23.07,45.42
B200,2024-04-03 02:40:00,23.58,51.47
C300,2024-04-03 02:40:00,22.13,58.73
A100,2024-04-03 02:50:00,21.47,56.04
B200,2024-04-03 02:50:00,24.61,54.28
C300,2024-04-03 02:50:00,20.07,51.8
A100,2024-04-03 03:00:00,25.92,40.91
B200,2024-04-03 03:00:00,21.62,55.81
C300,2024-04-03 03:00:00,21.77,54.05
A100,2024-04-03 03:10:00,24.82,51.16
B200,2024-04-03 03:10:00,23.02,50.46
C300,2024-04-03 03:10:00,22.6,60.51
A100,2024-04-03 03:20:00,21.87,48.23
B200,2024-04-03 03:20:00,24.08,45.79
C300,2024-04-03 03:20:00,20.77,46.96
A100,2024-04-03 03:30:00,21.49,48.94
B200,2024-04-03 03:30:00,23.4,48.29
C300,2024-04-03 03:30:00,23.48,54.32
A100,2024-04-03 03:40:00,20.69,54.21
B200,2024-04-03 03:40:00,23.87,41.2
C300,2024-04-03 03:40:00,22.59,47.47
A100,2024-04-03 03:50:00,24.61,47.42
B200,2024-04-03 03:50:00,19.32,49.85
C300,2024-04-03 03:50:00,20.21,54.25
A100,2024-04-03 04:00:00,20.38,49.91
B200,2024-04-03 04:00:00,25.09,55.49
C300,2024-04-03 04:00:00,22.96,49.36
A100,2024-04-03 04:10:00,22.77,53.44
B200,2024-04-03 04:10:00,20.03,54.26
C300,2024-04-03 04:10:00,19.8,52.86
A100,2024-04-03 04:20:00,19.79,59.81
B200,2024-04-03 04:20:00,23.53,42.22
C300,2024-04-03 04:20:00,22.0,47.39
A100,2024-04-03 04:30:00,20.72,50.74
B200,2024-04-03 04:30:00,20.14,53.81
C300,2024-04-03 04:30:00,23.41,51.76
A100,2024-04-03 04:40:00,21.96,53.3
B200,2024-04-03 04:40:00,23.58,52.27
C300,2024-04-03 04:40:00,19.38,46.06
A100,2024-04-03 04:50:00,21.46,42.62
B200,2024-04-03 04:50:00,22.45,57.06
C300,2024-04-03 04:50:00,24.5,53.7
A100,2024-04-03 05:00:00,23.46,61.08
B200,2024-04-03 05:00:00,23.69,54.63
C300,2024-04-03 05:00:00,19.12,56.66
A100,2024-04-03 05:10:00,22.8,49.6
B200,2024-04-03 05:10:00,21.34,47.26
C300,2024-04-03 05:10:00,24.51,49.86
A100,2024-04-03 05:20:00,20.98,46.14
B200,2024-04-03 05:20:00,22.34,48.2
C300,2024-04-03 05:20:00,20.82,43.09
A100,2024-04-03 05:30:00,23.92,49.31
B200,2024-04-03 05:30:00,19.83,48.64
C300,2024-04-03 05:30:00,23.1,50.14
A100,2024-04-03 05:40:00,22.38,50.21
B200,2024-04-03 05:40:00,19.45,54.74
C300,2024-04-03 05:40:00,18.58,52.31
A100,2024-04-03 05:50:00,23.23,48.9
B200,2024-04-03 05:50:00,22.71,48.61
C300,2024-04-03 05:50:00,22.73,54.96
A100,2024-04-03 06:00:00,20.42,53.37
B200,2024-04-03 06:00:00,25.38,51.32
C300,2024-04-03 06:00:00,20.99,61.32
A100,2024-04-03 06:10:00,22.18,51.16
B200,2024-04-03 06:10:00,22.5,52.24
C300,2024-04-03 06:10:00,21.32,50.95
A100,2024-04-03 06:20:00,23.9,48.13
B200,2024-04-03 06:20:00,21.16,48.54
C300,2024-04-03 06:20:00,19.8,46.59
A100,2024-04-03 06:30:00,20.55,50.0
B200,2024-04-03 06:30:00,23.67,57.27
C300,2024-04-03 06:30:00,22.11,52.28
A100,2024-04-03 06:40:00,22.49,39.53
B200,2024-04-03 06:40:00,19.7,53.81
C300,2024-04-03 06:40:00,23.72,54.18
A100,2024-04-03 06:50:00,21.64,40.03
B200,2024-04-03 06:50:00,19.94,45.62
C300,2024-04-03 06:50:00,23.26,48.21
A100,2024-04-03 07:00:00,25.38,57.34
B200,2024-04-03 07:00:00,25.35,45.42
C300,2024-04-03 07:00:00,22.98,47.61
A100,2024-04-03 07:10:00,22.66,45.97
B200,2024-04-03 07:10:00,24.45,46.07
C300,2024-04-03 07:10:00,18.11,60.17
A100,2024-04-03 07:20:00,22.88,44.65
B200,2024-04-03 07:20:00,21.68,47.12
C300,2024-04-03 07:20:00,22.01,54.01
A100,2024-04-03 07:30:00,23.29,51.27
B200,2024-04-03 07:30:00,22.01,55.39
C300,2024-04-03 07:30:00,18.15,46.26
A100,2024-04-03 07:40:00,20.04,55.03
B200,2024-04-03 07:40:00,20.52,43.57
C300,2024-04-03 07:40:00,23.1,45.46
A100,2024-04-03 07:50:00,21.3,61.91
B200,2024-04-03 07:50:00,23.57,48.94
C300,2024-04-03 07:50:00,21.76,54.54
A100,2024-04-03 08:00:00,23.33,50.38
B200,2024-04-03 08:00:00,22.21,42.6
C300,2024-04-03 08:00:00,18.62,49.12
A100,2024-04-03 08:10:00,20.73,52.93
B200,2024-04-03 08:10:00,22.39,46.14
C300,2024-04-03 08:10:00,22.33,47.91
A100,2024-04-03 08:20:00,26.13,51.93
B200,2024-04-03 08:20:00,18.88,59.1
C300,2024-04-03 08:20:00,20.73,45.13
A100,2024-04-03 08:30:00,26.29,51.73
B200,2024-04-03 08:30:00,23.4,53.67
C300,2024-04-03 08:30:00,21.59,47.14
A100,2024-04-03 08:40:00,21.18,58.04
B200,2024-04-03 08:40:00,22.41,56.56
C300,2024-04-03 08:40:00,21.85,46.22
A100,2024-04-03 08:50:00,19.12,53.24
B200,2024-04-03 08:50:00,25.39,45.57
C300,2024-04-03 08:50:00,23.03,43.12
A100,2024-04-03 09:00:00,20.89,51.34
B200,2024-04-03 09:00:00,18.54,49.91
C300,2024-04-03 09:00:00,20.33,53.02
A100,2024-04-03 09:10:00,21.67,54.7
B200,2024-04-03 09:10:00,21.44,43.19
C300,2024-04-03 09:10:00,19.03,40.45
A100,2024-04-03 09:20:00,23.27,62.79
B200,2024-04-03 09:20:00,22.87,58.36
C300,2024-04-03 09:20:00,24.27,47.41
A100,2024-04-03 09:30:00,24.53,47.61
B200,2024-04-03 09:30:00,21.08,48.96
C300,2024-04-03 09:30:00,21.68,53.31
A100,2024-04-03 09:40:00,20.66,54.45
B200,2024-04-03 09:40:00,23.75,51.71
C300,2024-04-03 09:40:00,25.88,56.44
A100,2024-04-03 09:50:00,24.14,50.33
B200,2024-04-03 09:50:00,22.7,52.62
C300,2024-04-03 09:50:00,22.03,48.12
A100,2024-04-03 10:00:00,17.19,53.59
B200,2024-04-03 10:00:00,24.08,44.19
C300,2024-04-03 10:00:00,23.21,47.04
A100,2024-04-03 10:10:00,21.27,56.55
B200,2024-04-03 10:10:00,20.02,45.04
C300,2024-04-03 10:10:00,25.61,49.27
A100,2024-04-03 10:20:00,24.49,42.01
B200,2024-04-03 10:20:00,18.96,45.44
C300,2024-04-03 10:20:00,21.04,42.98
A100,2024-04-03 10:30:00,22.74,52.17
B200,2024-04-03 10:30:00,20.2,45.91
C300,2024-04-03 10:30:00,20.63,44.18
A100,2024-04-03 10:40:00,16.21,49.57
B200,2024-04-03 10:40:00,21.14,48.36
C300,2024-04-03 10:40:00,19.98,54.05
A100,2024-04-03 10:50:00,26.85,45.83
B200,2024-04-03 10:50:00,24.8,51.83
C300,2024-04-03 10:50:00,22.07,48.28
A100,2024-04-03 11:00:00,21.83,55.75
B200,2024-04-03 11:00:00,19.72,48.62
C300,2024-04-03 11:00:00,24.5,54.92
A100,2024-04-03 11:10:00,19.75,49.09
B200,2024-04-03 11:10:00,23.46,53.32
C300,2024-04-03 11:10:00,23.95,51.92
A100,2024-04-03 11:20:00,23.1,51.71
B200,2024-04-03 11:20:00,25.16,47.89
C300,2024-04-03 11:20:00,22.1,44.93
A100,2024-04-03 11:30:00,19.58,51.62
B200,2024-04-03 11:30:00,20.55,49.71
C300,2024-04-03 11:30:00,25.24,57.8
A100,2024-04-03 11:40:00,26.45,58.19
B200,2024-04-03 11:40:00,26.81,52.18
C300,2024-04-03 11:40:00,20.19,45.0
A100,2024-04-03 11:50:00,24.79,50.26
B200,2024-04-03 11:50:00,22.25,47.25
C300,2024-04-03 11:50:00,21.14,51.92
A100,2024-04-03 12:00:00,19.89,51.29
B200,2024-04-03 12:00:00,25.02,39.33
C300,2024-04-03 12:00:00,18.92,53.38
A100,2024-04-03 12:10:00,24.73,47.55
B200,2024-04-03 12:10:00,18.0,57.16
C300,2024-04-03 12:10:00,20.38,48.19
A100,2024-04-03 12:20:00,22.64,46.67
B200,2024-04-03 12:20:00,20.25,45.71
C300,2024-04-03 12:20:00,25.72,55.8
A100,2024-04-03 12:30:00,23.15,39.07
B200,2024-04-03 12:30:00,23.16,52.62
C300,2024-04-03 12:30:00,19.44,51.29
A100,2024-04-03 12:40:00,24.1,52.85
B200,2024-04-03 12:40:00,20.64,50.07
C300,2024-04-03 12:40:00,23.46,50.3
A100,2024-04-03 12:50:00,24.51,51.98
B200,2024-04-03 12:50:00,23.51,54.11
C300,2024-04-03 12:50:00,19.87,50.25
A100,2024-04-03 13:00:00,21.34,55.22
B200,2024-04-03 13:00:00,22.93,49.06
C300,2024-04-03 13:00:00,19.44,42.02
A100,2024-04-03 13:10:00,22.62,46.41
B200,2024-04-03 13:10:00,23.33,41.78
C300,2024-04-03 13:10:00,25.19,53.32
A100,2024-04-03 13:20:00,22.2,58.42
B200,2024-04-03 13:20:00,23.9,47.62
C300,2024-04-03 13:20:00,22.16,40.18
A100,2024-04-03 13:30:00,24.13,48.52
B200,2024-04-03 13:30:00,18.05,44.09
C300,2024-04-03 13:30:00,23.74,58.07
A100,2024-04-03 13:40:00,22.04,45.09
B200,2024-04-03 13:40:00,19.16,57.07
C300,2024-04-03 13:40:00,22.9,48.35
A100,2024-04-03 13:50:00,20.86,53.36
B200,2024-04-03 13:50:00,23.29,45.52
C300,2024-04-03 13:50:00,19.72,44.54
A100,2024-04-03 14:00:00,21.06,46.55
B200,2024-04-03 14:00:00,25.24,47.48
C300,2024-04-03 14:00:00,19.5,44.03
A100,2024-04-03 14:10:00,21.63,40.89
B200,2024-04-03 14:10:00,21.88,43.32
C300,2024-04-03 14:10:00,24.32,50.58
A100,2024-04-03 14:20:00,26.24,48.86
B200,2024-04-03 14:20:00,15.74,57.29
C300,2024-04-03 14:20:00,23.0,53.28
A100,2024-04-03 14:30:00,19.99,49.79
B200,2024-04-03 14:30:00,22.37,48.81
C300,2024-04-03 14:30:00,18.53,63.84
A100,2024-04-03 14:40:00,23.67,52.1
B200,2024-04-03 14:40:00,24.63,53.22
C300,2024-04-03 14:40:00,20.65,56.25
A100,2024-04-03 14:50:00,23.7,46.8
B200,2024-04-03 14:50:00,23.58,48.8
C300,2024-04-03 14:50:00,22.42,53.0
A100,2024-04-03 15:00:00,24.74,46.77
B200,2024-04-03 15:00:00,22.73,60.08
C300,2024-04-03 15:00:00,21.65,50.98
A100,2024-04-03 15:10:00,26.03,53.19
B200,2024-04-03 15:10:00,19.05,46.02
C300,2024-04-03 15:10:00,23.38,52.12
A100,2024-04-03 15:20:00,22.33,60.81
B200,2024-04-03 15:20:00,20.77,49.63
C300,2024-04-03 15:20:00,18.07,55.8
A100,2024-04-03 15:30:00,20.4,55.29
B200,2024-04-03 15:30:00,23.9,61.75
C300,2024-04-03 15:30:00,23.3,48.22
A100,2024-04-03 15:40:00,22.91,46.2
B200,2024-04-03 15:40:00,22.64,49.0
C300,2024-04-03 15:40:00,21.86,45.51
A100,2024-04-03 15:50:00,22.6,54.12
B200,2024-04-03 15:50:00,18.7,46.56
C300,2024-04-03 15:50:00,22.34,38.26
A100,2024-04-03 16:00:00,25.48,46.44
B200,2024-04-03 16:00:00,20.12,48.96
C300,2024-04-03 16:00:00,22.27,46.22
A100,2024-04-03 16:10:00,23.96,52.0
B200,2024-04-03 16:10:00,20.33,47.39
C300,2024-04-03 16:10:00,18.97,43.73
A100,2024-04-03 16:20:00,22.78,45.87
B200,2024-04-03 16:20:00,25.61,50.35
C300,2024-04-03 16:20:00,19.29,44.28
A100,2024-04-03 16:30:00,24.11,49.62
B200,2024-04-03 16:30:00,23.98,48.17
